Departure Airport,Departure Time,Arrival Airport,Arrival Time,Carrier Code,Flight Number,Price (VND),Duration
SGN,2024-10-04 20:00:00,HAN,2024-10-04 22:15:00,VN,220,4848000.00,PT2H15M
SGN,2024-10-04 21:00:00,HAN,2024-10-04 23:15:00,VN,260,4848000.00,PT2H15M
SGN,2024-10-04 16:40:00,HAN,2024-10-04 19:10:00,VN,252,4848000.00,PT2H30M
SGN,2024-10-04 15:20:00,DAD,2024-10-04 16:45:00,VN,134,5190000.00,PT1H25M
SGN,2024-10-04 06:00:00,DAD,2024-10-04 07:30:00,VN,106,5298000.00,PT1H30M
DAD,2024-10-04 08:10:00,HAN,2024-10-04 09:35:00,VN,158,5298000.00,PT1H25M
SGN,2024-10-04 05:00:00,HAN,2024-10-04 07:05:00,VN,204,5383000.00,PT2H5M
SGN,2024-10-04 19:00:00,HAN,2024-10-04 21:15:00,VN,258,5383000.00,PT2H15M
SGN,2024-10-04 18:20:00,DAD,2024-10-04 19:30:00,VN,7124,5566000.00,PT1H10M
DAD,2024-10-04 20:50:00,HAN,2024-10-04 22:15:00,VN,192,5566000.00,PT1H25M
SGN,2024-10-04 18:00:00,HAN,2024-10-04 20:15:00,VN,218,5918000.00,PT2H15M
DAD,2024-10-04 18:25:00,HAN,2024-10-04 19:50:00,VN,182,6101000.00,PT1H25M
SGN,2024-10-04 13:35:00,DAD,2024-10-04 14:55:00,VN,130,6368000.00,PT1H20M
DAD,2024-10-04 15:50:00,HAN,2024-10-04 17:15:00,VN,174,6368000.00,PT1H25M
SGN,2024-10-04 09:10:00,DAD,2024-10-04 10:30:00,VN,118,6635000.00,PT1H20M
DAD,2024-10-04 11:15:00,HAN,2024-10-04 12:40:00,VN,166,6635000.00,PT1H25M
SGN,2024-10-04 16:15:00,DAD,2024-10-04 17:35:00,VN,6036,6635000.00,PT1H20M
SGN,2024-10-04 07:00:00,HAN,2024-10-04 09:15:00,VN,240,6988000.00,PT2H15M
SGN,2024-10-04 08:00:00,HAN,2024-10-04 10:15:00,VN,208,6988000.00,PT2H15M
SGN,2024-10-04 10:00:00,HAN,2024-10-04 12:15:00,VN,210,6988000.00,PT2H15M
SGN,2024-10-04 11:00:00,HAN,2024-10-04 13:15:00,VN,246,6988000.00,PT2H15M
SGN,2024-10-04 12:00:00,HAN,2024-10-04 14:15:00,VN,212,6988000.00,PT2H15M
SGN,2024-10-04 13:00:00,HAN,2024-10-04 15:15:00,VN,248,6988000.00,PT2H15M
SGN,2024-10-04 14:00:00,HAN,2024-10-04 16:15:00,VN,214,6988000.00,PT2H15M
SGN,2024-10-04 15:00:00,HAN,2024-10-04 17:15:00,VN,250,6988000.00,PT2H15M
SGN,2024-10-04 16:00:00,HAN,2024-10-04 18:15:00,VN,216,6988000.00,PT2H15M
SGN,2024-10-04 09:00:00,HAN,2024-10-04 11:20:00,VN,244,6988000.00,PT2H20M
SGN,2024-10-04 11:45:00,DAD,2024-10-04 13:15:00,VN,126,7170000.00,PT1H30M
DAD,2024-10-04 14:35:00,HAN,2024-10-04 16:00:00,VN,170,7170000.00,PT1H25M
SGN,2024-10-04 08:00:00,DAD,2024-10-04 09:30:00,VN,114,8240000.00,PT1H30M
DAD,2024-10-04 10:25:00,HAN,2024-10-04 11:50:00,VN,162,8240000.00,PT1H25M
SGN,2024-10-04 06:30:00,HUI,2024-10-04 07:55:00,VJ,300,1217000.00,PT1H25M
SGN,2024-10-04 18:35:00,HUI,2024-10-04 20:00:00,VJ,308,1217000.00,PT1H25M
SGN,2024-10-04 19:25:00,HUI,2024-10-04 20:50:00,VJ,310,1217000.00,PT1H25M
SGN,2024-10-04 21:10:00,HUI,2024-10-04 22:35:00,VJ,312,1217000.00,PT1H25M
SGN,2024-10-04 20:20:00,HUI,2024-10-04 21:45:00,H1,2161,1655000.00,PT1H25M
SGN,2024-10-04 17:45:00,HUI,2024-10-04 19:10:00,W2,4308,1729000.00,PT1H25M
